year,minT,maxT,rcp,batch,gcm,iam,value,weight,temp
2096,.69999999,8.6999998,rcp45,batch1,ACCESS1-0,low,.16073238,.029999999,1.9494298
2096,.69999999,8.6999998,rcp45,batch8,ACCESS1-0,high,.09203564,.029999999,1.9494298
2096,.69999999,8.6999998,rcp45,batch10,ACCESS1-0,low,-.389533,.029999999,1.9494298
2096,.69999999,8.6999998,rcp45,batch14,ACCESS1-0,high,.8128959,.029999999,1.9494298
2096,.69999999,8.6999998,rcp45,batch3,ACCESS1-0,high,2.0174959,.029999999,1.9494298
2096,.69999999,8.6999998,rcp45,batch2,ACCESS1-0,high,2.4681474,.029999999,1.9494298
2096,.69999999,8.6999998,rcp45,batch4,ACCESS1-0,low,1.2918241,.029999999,1.9494298
2096,.69999999,8.6999998,rcp45,batch2,ACCESS1-0,low,1.7952934,.029999999,1.9494298
2096,.69999999,8.6999998,rcp45,batch6,ACCESS1-0,high,2.2460495,.029999999,1.9494298
2096,.69999999,8.6999998,rcp85,batch8,ACCESS1-0,high,4.3622916,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch14,ACCESS1-0,low,3.5516108,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch1,ACCESS1-0,high,2.8305683,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch4,ACCESS1-0,low,6.9047917,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch13,ACCESS1-0,low,3.271167,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch11,ACCESS1-0,low,7.661593,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch0,ACCESS1-0,high,4.3257834,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch11,ACCESS1-0,high,2.8210973,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch12,ACCESS1-0,high,2.7867425,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch7,ACCESS1-0,low,1.1071997,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch6,ACCESS1-0,low,4.0013558,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch14,ACCESS1-0,high,3.8150681,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch8,ACCESS1-0,low,1.9097548,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch4,ACCESS1-0,high,5.2548925,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch5,ACCESS1-0,high,5.2090697,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch2,ACCESS1-0,low,3.5526355,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch10,ACCESS1-0,high,4.8964357,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch13,ACCESS1-0,high,7.248946,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch3,ACCESS1-0,high,1.9743838,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch2,ACCESS1-0,high,3.3450584,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch6,ACCESS1-0,high,2.5288298,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch1,ACCESS1-0,low,3.540245,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch5,ACCESS1-0,low,5.3958237,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch12,ACCESS1-0,low,4.781717,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch9,ACCESS1-0,low,3.9062392,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch3,ACCESS1-0,low,2.981084,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch9,ACCESS1-0,high,6.2731316,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch7,ACCESS1-0,high,4.6144453,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch10,ACCESS1-0,low,7.943674,.029999999,4.2098904
2096,.69999999,8.6999998,rcp85,batch0,ACCESS1-0,low,4.762077,.029999999,4.2098904
2096,.69999999,8.6999998,rcp45,batch8,BNU-ESM,high,1.1167192,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch7,BNU-ESM,high,1.4975828,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch2,BNU-ESM,low,.68808435,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch6,BNU-ESM,low,.55179805,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch3,BNU-ESM,high,1.4651037,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch3,BNU-ESM,low,.8436679,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch1,BNU-ESM,high,.6263796,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch10,BNU-ESM,high,1.4467249,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch0,BNU-ESM,high,1.5172247,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch0,BNU-ESM,low,.5315202999999999,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch12,BNU-ESM,high,1.2648904,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch8,BNU-ESM,low,1.03290916,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch13,BNU-ESM,low,-.06408002,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch13,BNU-ESM,high,.6513092,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch9,BNU-ESM,low,.637282,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch11,BNU-ESM,high,.53423184,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch14,BNU-ESM,low,.84215693,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch5,BNU-ESM,high,.25528889,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch2,BNU-ESM,high,.5829865,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch14,BNU-ESM,high,.881579,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch5,BNU-ESM,low,1.4653546,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch6,BNU-ESM,high,.030628428,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch7,BNU-ESM,low,.042745004,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch12,BNU-ESM,low,1.6741965,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch11,BNU-ESM,low,.33209863,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch4,BNU-ESM,high,-.096717505,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch9,BNU-ESM,high,1.8602175,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch4,BNU-ESM,low,.94075526,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch10,BNU-ESM,low,.67804915,.029999999,1.8331757
2096,.69999999,8.6999998,rcp45,batch1,BNU-ESM,low,-.49625832,.029999999,1.8331757
2096,.69999999,8.6999998,rcp85,batch10,BNU-ESM,high,1.5071689,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch11,BNU-ESM,low,1.4670628,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch8,BNU-ESM,low,2.9854007,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch8,BNU-ESM,high,3.0258024,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch2,BNU-ESM,high,4.0371673,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch14,BNU-ESM,low,3.3489992,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch5,BNU-ESM,high,4.20509,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch9,BNU-ESM,low,3.9306978,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch14,BNU-ESM,high,3.8507643,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch0,BNU-ESM,low,1.0456346,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch12,BNU-ESM,high,2.720703,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch1,BNU-ESM,low,.17884984,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch7,BNU-ESM,high,1.9460316,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch3,BNU-ESM,high,2.5928002,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch3,BNU-ESM,low,.8883036,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch13,BNU-ESM,high,1.6402789,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch5,BNU-ESM,low,.5445316,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch6,BNU-ESM,low,2.6468208,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch6,BNU-ESM,high,.14495832,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch2,BNU-ESM,low,2.158631,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch1,BNU-ESM,high,1.3455682,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch12,BNU-ESM,low,1.1064137,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch4,BNU-ESM,high,4.7579854,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch13,BNU-ESM,low,3.2254337,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch0,BNU-ESM,high,4.5288737,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch10,BNU-ESM,low,2.5240244,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch9,BNU-ESM,high,1.8265233,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch7,BNU-ESM,low,.9417826,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch4,BNU-ESM,low,3.016707,.029999999,4.2675405
2096,.69999999,8.6999998,rcp85,batch11,BNU-ESM,high,.50389447,.029999999,4.2675405
2096,.69999999,8.6999998,rcp45,batch13,CCSM4,low,1.6263306,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch8,CCSM4,low,1.2259468,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch2,CCSM4,low,.8262594,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch11,CCSM4,low,.0085329183,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch6,CCSM4,low,.8434458,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch4,CCSM4,high,-.08116974,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch4,CCSM4,low,1.3411877,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch1,CCSM4,low,1.3212321,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch14,CCSM4,low,.91928723,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch7,CCSM4,high,1.0916185,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch0,CCSM4,high,.9133685499999999,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch12,CCSM4,high,.24217362,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch13,CCSM4,high,.22993966,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch10,CCSM4,high,2.4377651,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch11,CCSM4,high,.88639,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch8,CCSM4,high,1.532033,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch3,CCSM4,low,1.2175148,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch3,CCSM4,high,2.2210402,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch5,CCSM4,high,.5510729599999999,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch9,CCSM4,low,1.754836,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch0,CCSM4,low,.7412274,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch14,CCSM4,high,1.270796,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch1,CCSM4,high,.68819714,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch10,CCSM4,low,1.9609429,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch9,CCSM4,high,1.8615332,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch5,CCSM4,low,1.3795702,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch7,CCSM4,low,.62313516,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch6,CCSM4,high,1.4639797,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch2,CCSM4,high,1.134411,.026699999,1.3836076
2096,.69999999,8.6999998,rcp45,batch12,CCSM4,low,1.3484859,.026699999,1.3836076
2096,.69999999,8.6999998,rcp85,batch14,CCSM4,high,4.52754,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch0,CCSM4,high,3.8681187,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch1,CCSM4,low,3.3751556,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch2,CCSM4,high,2.4556216,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch8,CCSM4,high,3.4600182,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch3,CCSM4,high,3.438174,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch6,CCSM4,low,4.1379546,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch9,CCSM4,high,3.0044,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch12,CCSM4,low,1.7224651,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch10,CCSM4,high,2.1137596,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch8,CCSM4,low,2.8025312,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch0,CCSM4,low,.7249157000000001,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch7,CCSM4,low,2.7417387,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch11,CCSM4,low,4.1930533,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch2,CCSM4,low,3.564791,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch13,CCSM4,low,1.3186122,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch10,CCSM4,low,5.2872526,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch6,CCSM4,high,3.7160364,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch5,CCSM4,low,2.7375328,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch11,CCSM4,high,5.92829,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch13,CCSM4,high,3.4413153,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch5,CCSM4,high,3.371107,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch4,CCSM4,low,3.640981,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch12,CCSM4,high,1.5766019,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch14,CCSM4,low,2.9603883,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch1,CCSM4,high,2.8359262,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch4,CCSM4,high,6.099665,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch7,CCSM4,high,3.800484,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch9,CCSM4,low,.8179275,.0229,3.5885215
2096,.69999999,8.6999998,rcp85,batch3,CCSM4,low,4.517211,.0229,3.5885215
2096,.69999999,8.6999998,rcp45,batch1,CESM1-BGC,low,.017066902,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch5,CESM1-BGC,low,.102058615,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch8,CESM1-BGC,high,.99100393,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch0,CESM1-BGC,high,.14870938,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch13,CESM1-BGC,low,.6578288,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch8,CESM1-BGC,low,.36996304,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch12,CESM1-BGC,high,1.7371023,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch9,CESM1-BGC,low,.021235003,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch5,CESM1-BGC,high,1.2859981,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch14,CESM1-BGC,high,.6876887,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch11,CESM1-BGC,low,-.11283996,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch2,CESM1-BGC,low,.77844526,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch2,CESM1-BGC,high,.46269143,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch0,CESM1-BGC,low,.8710796,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch1,CESM1-BGC,high,1.4016114,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch3,CESM1-BGC,low,.92968085,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch10,CESM1-BGC,high,.76738016,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch12,CESM1-BGC,low,.8629707,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch7,CESM1-BGC,low,-.4568833,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch9,CESM1-BGC,high,1.5021549,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch10,CESM1-BGC,low,.3790795,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch7,CESM1-BGC,high,1.4284725,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch14,CESM1-BGC,low,.52240286,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch11,CESM1-BGC,high,.33456957,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch6,CESM1-BGC,low,.19516359,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch4,CESM1-BGC,high,.7723852,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch4,CESM1-BGC,low,1.3172124,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch13,CESM1-BGC,high,.44105584,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch6,CESM1-BGC,high,1.1868314,.090000004,1.3005517
2096,.69999999,8.6999998,rcp45,batch3,CESM1-BGC,high,.56711984,.090000004,1.3005517
2096,.69999999,8.6999998,rcp85,batch2,CESM1-BGC,low,4.2890198,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch5,CESM1-BGC,low,6.586285,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch9,CESM1-BGC,high,3.2457878,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch3,CESM1-BGC,high,2.600272,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch6,CESM1-BGC,high,3.1276508,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch2,CESM1-BGC,high,4.793702,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch3,CESM1-BGC,low,2.272905,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch13,CESM1-BGC,high,2.4839612,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch7,CESM1-BGC,low,3.954526,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch8,CESM1-BGC,high,3.600969,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch10,CESM1-BGC,low,3.48248,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch5,CESM1-BGC,high,5.635144,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch13,CESM1-BGC,low,.22030198,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch1,CESM1-BGC,low,3.171776,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch14,CESM1-BGC,high,3.4259652,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch6,CESM1-BGC,low,2.1002188,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch0,CESM1-BGC,high,4.2254344,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch7,CESM1-BGC,high,3.2279922,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch12,CESM1-BGC,high,3.863435,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch11,CESM1-BGC,low,5.2393804,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch12,CESM1-BGC,low,2.9878583,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch8,CESM1-BGC,low,4.675807,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch0,CESM1-BGC,low,2.6317706,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch1,CESM1-BGC,high,6.2984516,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch10,CESM1-BGC,high,4.0852552,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch11,CESM1-BGC,high,3.1698392,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch4,CESM1-BGC,low,2.3027966,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch9,CESM1-BGC,low,4.8933225,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch14,CESM1-BGC,low,2.7057935,.0229,3.4983997
2096,.69999999,8.6999998,rcp85,batch4,CESM1-BGC,high,2.2698805,.0229,3.4983997
2096,.69999999,8.6999998,rcp45,batch3,CNRM-CM5,high,.5337396,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch12,CNRM-CM5,high,1.7977084,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch7,CNRM-CM5,high,.005379334,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch11,CNRM-CM5,low,.46399124,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch2,CNRM-CM5,high,1.1656419,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch10,CNRM-CM5,high,1.105471,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch4,CNRM-CM5,low,.8578666,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch3,CNRM-CM5,low,.28300843,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch13,CNRM-CM5,high,-.25497882,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch4,CNRM-CM5,high,1.1777079,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch8,CNRM-CM5,high,.30591176,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch14,CNRM-CM5,low,.5339591,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch0,CNRM-CM5,low,.21188274,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch2,CNRM-CM5,low,1.6000797,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch6,CNRM-CM5,low,1.0602851,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch0,CNRM-CM5,high,.08026541,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch14,CNRM-CM5,high,1.230122,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch1,CNRM-CM5,high,1.3011842,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch9,CNRM-CM5,high,-.14506279,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch10,CNRM-CM5,low,.6108857600000001,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch9,CNRM-CM5,low,.89671546,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch11,CNRM-CM5,high,1.0627423,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch13,CNRM-CM5,low,.8501255,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch8,CNRM-CM5,low,.5597713,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch5,CNRM-CM5,low,1.24104,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch5,CNRM-CM5,high,.47987288,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch6,CNRM-CM5,high,.1220139,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch12,CNRM-CM5,low,1.06551096,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch7,CNRM-CM5,low,.25116774,.029999999,1.6870904
2096,.69999999,8.6999998,rcp45,batch1,CNRM-CM5,low,.4046999,.029999999,1.6870904
2096,.69999999,8.6999998,rcp85,batch14,CNRM-CM5,low,.082152055,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch3,CNRM-CM5,low,2.9918505,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch5,CNRM-CM5,low,.8448025,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch5,CNRM-CM5,high,5.180475,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch10,CNRM-CM5,high,4.430405,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch12,CNRM-CM5,low,2.858857,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch4,CNRM-CM5,low,1.1612163,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch11,CNRM-CM5,high,1.4281536,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch7,CNRM-CM5,low,1.9969129,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch0,CNRM-CM5,high,2.6651486,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch6,CNRM-CM5,high,3.0730313,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch10,CNRM-CM5,low,2.0703103,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch6,CNRM-CM5,low,1.8045722,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch13,CNRM-CM5,high,1.9915055,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch0,CNRM-CM5,low,.7732353,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch4,CNRM-CM5,high,3.459728,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch2,CNRM-CM5,low,3.1018726,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch12,CNRM-CM5,high,2.2773742,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch8,CNRM-CM5,low,1.3259002,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch7,CNRM-CM5,high,3.1697802,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch14,CNRM-CM5,high,4.6311413,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch9,CNRM-CM5,low,3.2674218,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch13,CNRM-CM5,low,.42546738,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch9,CNRM-CM5,high,1.5224726,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch1,CNRM-CM5,high,1.2506802,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch2,CNRM-CM5,high,2.1334009,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch1,CNRM-CM5,low,.45257956,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch8,CNRM-CM5,high,.81294007,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch11,CNRM-CM5,low,2.0381713,.0229,3.5158148
2096,.69999999,8.6999998,rcp85,batch3,CNRM-CM5,high,3.675597,.0229,3.5158148
2096,.69999999,8.6999998,rcp45,batch9,CSIRO-Mk3-6-0,low,.6201601,.029999999,2.0711329
2096,.69999999,8.6999998,rcp45,batch8,CSIRO-Mk3-6-0,low,1.1462147,.029999999,2.0711329
2096,.69999999,8.6999998,rcp45,batch14,CSIRO-Mk3-6-0,high,2.2125798,.029999999,2.0711329
