year,fair_temperatures_anomaly_pulse,fair_temperatures_anomaly_rcp,rcp
2465,2.1942797,2.1926494,rcp45
2466,2.1954808,2.1938503,rcp45
2467,2.1966825,2.1950514,rcp45
2468,2.1978843,2.1962531,rcp45
2469,2.1990867,2.1974554,rcp45
2470,2.2002895,2.198658,rcp45
2471,2.201493,2.199861,rcp45
2472,2.202697,2.2010646,rcp45
2473,2.2039015,2.2022688,rcp45
2474,2.2051065,2.2034738,rcp45
2475,2.2063124,2.2046795,rcp45
2476,2.2075188,2.2058856,rcp45
2477,2.2087259,2.2070925,rcp45
2478,2.209934,2.2083001,rcp45
2479,2.2111425,2.2095084,rcp45
2480,2.2123518,2.2107174,rcp45
2481,2.213562,2.2119274,rcp45
2482,2.2147727,2.2131379,rcp45
2483,2.2159843,2.2143493,rcp45
2484,2.2171969,2.2155616,rcp45
2485,2.2184103,2.2167747,rcp45
2486,2.2196243,2.2179885,rcp45
2487,2.2208393,2.2192032,rcp45
2488,2.222055,2.2204187,rcp45
2489,2.2232716,2.2216351,rcp45
2490,2.2244892,2.2228525,rcp45
2491,2.2257075,2.2240705,rcp45
2492,2.2269268,2.2252896,rcp45
2493,2.228147,2.2265096,rcp45
2494,2.229368,2.2277305,rcp45
2495,2.2305901,2.2289522,rcp45
2496,2.231813,2.230175,rcp45
2497,2.233037,2.2313986,rcp45
2498,2.2342618,2.2326233,rcp45
2499,2.2354875,2.2338488,rcp45
2500,2.2367144,2.2350755,rcp45
