temp,no_wgt_comm,risk_adj_sample_wgt_comm,pop_adj_sample_wgt_comm,no_wgt_low,risk_adj_sample_wgt_low,pop_adj_sample_wgt_low,no_wgt_high,risk_adj_sample_wgt_high,pop_adj_sample_wgt_high,no_wgt_manuf,risk_adj_sample_wgt_manuf,pop_adj_sample_wgt_manuf,no_wgt_hr3,risk_adj_sample_wgt_hr3,pop_adj_sample_wgt_hr3,no_wgt_manuf2,risk_adj_sample_wgt_manuf2,pop_adj_sample_wgt_manuf2,no_wgt_hr4,risk_adj_sample_wgt_hr4,pop_adj_sample_wgt_hr4,no_wgt_agri,risk_adj_sample_wgt_agri,pop_adj_sample_wgt_agri,no_wgt_connmine,risk_adj_sample_wgt_connmine,pop_adj_sample_wgt_connmine,no_wgt_manuft,risk_adj_sample_wgt_manuft,pop_adj_sample_wgt_manuft,no_wgt_lomaco,risk_adj_sample_wgt_lomaco,pop_adj_sample_wgt_lomaco
34.4,17212,.0027044328935492,.0051040697142349,9986,.000836200844712,.0007067308533669,7226,.0018682320488373,.004397338860868,5225,.0007618494359218,.0006181142170269,2001,.0011063826129155,.0037792246438411,3472,.0007468068574099,.0005397028200434,3754,.0011214251914274,.0038576360408246,2001,.0011063826129155,.0037792246438411,1753,.0000150425785119,.0000784113969835,3472,.0007468068574099,.0005397028200434,15211,.0015980502806338,.0013248450703938
34.5,15960,.0027320884448505,.0049091227062664,8995,.0008857142806654,.000803977261701,6965,.0018463741641851,.0041051454445654,4685,.0009019472594015,.0008794570795508,2280,.0009444269047835,.0032256883650146,2971,.0008675209359326,.0007400406232735,3994,.0009788532282525,.0033651048212919,2280,.0009444269047835,.0032256883650146,1714,.000034426323469,.0001394164562773,2971,.0008675209359326,.0007400406232735,13680,.0017876615400669,.0016834343412518
34.6,15214,.0024591141904982,.0038033947071204,8771,.0011454703652536,.000831601404192,6443,.0013136438252446,.0029717933029283,4539,.0005994065889771,.0005277731204726,1904,.0007142372362675,.0024440201824557,2935,.000591639908065,.0004415690462351,3508,.0007220039171796,.0025302242566932,1904,.0007142372362675,.0024440201824557,1604,7.76668091210e-06,.0000862040742375,2935,.000591639908065,.0004415690462351,13310,.0017448769542307,.0013593745246647
34.7,13952,.0035440158915286,.0076062534820235,7824,.0010507415306935,.0011790952402461,6128,.0024932743608351,.0064271582417774,4145,.0008604028068005,.0008718659699011,1983,.0016328715540345,.0055552922718763,2654,.0008220736123785,.0007064119685626,3474,.0016712007484565,.0057207462732148,1983,.0016328715540345,.0055552922718763,1491,.000038329194422,.0001654540013385,2654,.0008220736123785,.0007064119685626,11969,.001911144337494,.0020509612101472
34.8,12732,.0030883182538842,.0059536974028161,7058,.0010738075609688,.0009626115234656,5674,.0020145106929154,.0049910858793505,3760,.0008162833461161,.0009041877314287,1914,.0011982273467992,.0040868981479218,2431,.000741057285994,.0006310159995724,3243,.0012734534069214,.0043600698797781,1914,.0011982273467992,.0040868981479218,1329,.0000752260601221,.0002731717318563,2431,.000741057285994,.0006310159995724,10818,.0018900909070849,.0018667992548943
34.9,12237,.0029919311864796,.0051060374484905,6645,.0010322947444075,.0010599144786742,5592,.0019596364420722,.0040461229698163,3788,.0010824962320196,.0010508000221285,1804,.0008771402100526,.0029953229476878,2552,.0010440871563013,.0009039462049665,3040,.0009155492857708,.0031421767648497,1804,.0008771402100526,.0029953229476878,1236,.0000384090757183,.000146853817162,2552,.0010440871563013,.0009039462049665,10433,.0021147909764271,.0021107145008027
35,12034,.0035421404998567,.0072511911895324,6677,.0011536991194402,.0013001732295098,5357,.0023884413804165,.0059510179600226,3541,.0009231112080165,.0009617303431247,1816,.0014653301724001,.0049892876168979,2196,.0008674002849784,.0007214930479115,3161,.0015210410954381,.0052295249121111,1816,.0014653301724001,.0049892876168979,1345,.000055710923038,.0002402372952133,2196,.0008674002849784,.0007214930479115,10218,.0020768103274567,.0022619035726345
35.1,12331,.0029304626603777,.0057437769644022,7094,.001068545189983,.0009411995620573,5237,.0018619174703947,.0048025774023449,3796,.0007013536879842,.0008538308792758,1441,.0011605637824105,.0039487465230691,2355,.0006222505521172,.0005251852973484,2882,.0012396669182775,.0042773921049966,1441,.0011605637824105,.0039487465230691,1441,.000079103135867,.0003286455819275,2355,.0006222505521172,.0005251852973484,10890,.0017698988779672,.0017950304413331
35.2,10370,.0031512903705363,.0062222959612805,5653,.0009950937156091,.0009721959229407,4717,.0021561966549271,.0052501000383398,3204,.0008614034908046,.0008464810304329,1513,.0012947931641225,.0044036190079069,2137,.0008086076841012,.0006505052404958,2580,.001347588970826,.004599594797844,1513,.0012947931641225,.0044036190079069,1067,.0000527958067034,.0001959757899371,2137,.0008086076841012,.0006505052404958,8857,.0018564972064138,.0018186769533737
35.3,9720,.0023443165229004,.0045173669810518,5165,.0010685139829207,.0011140841194342,4555,.0012758025399797,.0034032828616176,2853,.0004119663483909,.0004533612335008,1702,.0008638361915887,.0029499216281168,1833,.0003601960176787,.0002669273746338,2722,.000915606522301,.0031363554869838,1702,.0008638361915887,.0029499216281168,1020,.0000517703307122,.000186433858867,1833,.0003601960176787,.0002669273746338,8018,.0014804803313117,.001567445352935
35.4,9606,.0019516131919494,.0032270847478454,5566,.0008410209431754,.0006936574656485,4040,.001110592248774,.0025334272821969,2928,.0005398556501768,.0005850709096761,1112,.0005707365985972,.0019483563725208,1902,.0005047728289744,.0004228724108689,2138,.0006058194197996,.0021105548713279,1112,.0005707365985972,.0019483563725208,1026,.0000350828212024,.0001621984988072,1902,.0005047728289744,.0004228724108689,8494,.0013808765933522,.0012787283753246
35.5,6765,.0016671679103767,.0033384452124449,3601,.000583049818928,.000543768480611,3164,.0010841180914487,.0027946767318339,1993,.0003937254100816,.0004379031000431,1171,.0006903926813671,.0023567736317908,1340,.000347460431547,.0002622483939467,1824,.0007366576599017,.0025324283378871,1171,.0006903926813671,.0023567736317908,653,.0000462649785346,.0001756547060964,1340,.000347460431547,.0002622483939467,5594,.0009767752290096,.0009816715806541
35.6,9118,.0036929821998204,.0072613023689271,4818,.0018536604813767,.0028765313958125,4300,.0018393217184437,.0043847709731146,2699,.000807703492949,.0008636709383488,1601,.0010316182254947,.0035211000347658,1724,.0007557740242377,.0006648866205345,2576,.001083547694206,.0037198843525801,1601,.0010316182254947,.0035211000347658,975,.0000519294687113,.0001987843178143,1724,.0007557740242377,.0006648866205345,7517,.0026613639743257,.0037402023341613
35.7,8780,.002570552616853,.005565781528956,4534,.0007801833301837,.0008240706057779,4246,.0017903692866693,.0047417109231781,2738,.0005724258944792,.0005846391452675,1508,.0012179433921901,.0041570717779106,1895,.0005334961094525,.0004372375630503,2351,.0012568731772167,.0043044733601278,1508,.0012179433921901,.0041570717779106,843,.0000389297850266,.0001474015822173,1895,.0005334961094525,.0004372375630503,7272,.0013526092246629,.0014087097510455
35.8,6815,.0019217891454152,.003951185191839,3300,.0007370522200498,.0008880652343452,3515,.0011847369253654,.0030631199574938,2260,.0004536826600716,.0005716084561078,1255,.0007310542652938,.002491511501386,1461,.000397230475617,.0003002905462788,2054,.0007875064497484,.002762829411215,1255,.0007310542652938,.002491511501386,799,.0000564521844546,.000271317909829,1461,.000397230475617,.0003002905462788,5560,.0011907348801214,.001459673690453
35.9,7894,.0015320793116219,.0026174810177007,4399,.0006153309811976,.000492117433701,3495,.0009167483304243,.0021253635839996,2509,.0004055495355031,.0003793188276765,986,.0005111987949212,.0017460447563231,1589,.0003863295063875,.0002978846025594,1906,.0005304188240368,.0018274789814402,986,.0005111987949212,.0017460447563231,920,.0000192200291156,.0000814342251171,1589,.0003863295063875,.0002978846025594,6908,.0010208805167007,.0008714362613775
36,7634,.0015786355947611,.0028028524687304,4150,.0005404597977754,.0006275864931428,3484,.0010381757969857,.0021752659755876,2387,.0005501823760043,.0005033991007128,1097,.0004879934209814,.0016718668748748,1525,.0005356545141547,.0004432219535544,1959,.000502521282831,.0017320440220332,1097,.0004879934209814,.0016718668748748,862,.0000145278618496,.0000601771471584,1525,.0005356545141547,.0004432219535544,6537,.0010906421737797,.0011309855938556
36.1,6416,.0020027913247528,.0041425332033188,3322,.0007169516231234,.0006747435500088,3094,.0012858397016294,.00346778965331,1933,.0004221547904455,.0005292932320498,1161,.0008636849111839,.0029384964212602,1315,.0003543551888558,.0002890967823513,1779,.0009314845127736,.0031786928709587,1161,.0008636849111839,.0029384964212602,618,.0000677996015896,.0002401964496985,1315,.0003543551888558,.0002890967823513,5255,.0011391064135688,.0012040367820586
36.2,6782,.0030917021863957,.0058556615909117,3582,.0016491223353365,.0022271556561121,3200,.0014425798510592,.0036285059347996,2096,.0005375322557691,.0005473344695128,1104,.0009050475952901,.0030811714652867,1378,.0005161557830817,.0004483015780964,1822,.0009264240679775,.0031802043567032,1104,.0009050475952901,.0030811714652867,718,.0000213764726874,.0000990328914164,1378,.0005161557830817,.0004483015780964,5678,.0021866545911056,.0027744901256249
36.3,5849,.0039855805256163,.0071257193994569,3107,.0024222708411872,.0038295101077752,2742,.0015633096844291,.0032962092916817,1745,.0008363659762502,.0008224819146747,997,.0007269437081789,.002473727377007,1188,.0008190808917226,.0007422849663935,1554,.0007442287927065,.0025539243252882,997,.0007269437081789,.002473727377007,557,.0000172850845277,.0000801969482812,1188,.0008190808917226,.0007422849663935,4852,.0032586368174374,.0046519920224499
36.4,7581,.0015618662468836,.003449676709673,4004,.0005441800215416,.0006775847742941,3577,.001017686225342,.0027720919353789,2293,.0003316458018484,.0004329781603788,1284,.0006860404234937,.0023391137750001,1463,.0002680657905154,.0002037968992674,2114,.0007496204348266,.0025682950361114,1284,.0006860404234937,.0023391137750001,830,.0000635800113329,.0002291812611114,1463,.0002680657905154,.0002037968992674,6297,.0008758258233899,.0011105629346729
36.5,7091,.0019214039630546,.0035635697850618,3902,.0007330477579902,.0006425399879986,3189,.0011883562050643,.0029210297970632,2158,.0004745277196618,.0004894655946892,1031,.0007138284854026,.002431564202374,1337,.0004344392032154,.0003432906250433,1852,.0007539170018489,.0025777391720199,1031,.0007138284854026,.002431564202374,821,.0000400885164464,.0001461749696459,1337,.0004344392032154,.0003432906250433,6060,.001207575477652,.0011320055826878
36.6,4916,.0007713788441789,.001344986513532,2653,.0002976372974578,.0002425605120451,2263,.0004737415467211,.001102426001487,1483,.0002121689529242,.0002037790445765,780,.0002615725937969,.0008986469569104,955,.0001983834638786,.0001510899235369,1308,.0002753580828425,.0009513360779501,780,.0002615725937969,.0008986469569104,528,.0000137854890456,.0000526891210397,955,.0001983834638786,.0001510899235369,4136,.000509806250382,.0004463395566216
36.7,5681,.0024345457996384,.0054585899774094,2810,.0006746250968549,.0008850718147111,2871,.0017599207027835,.0045735181626982,1783,.0006064863736714,.0006526527911453,1088,.0011534343291121,.0039208653715529,1199,.0005565789089426,.0004757240147449,1672,.0012033417938409,.0040977941479533,1088,.0011534343291121,.0039208653715529,584,.0000499074647289,.0001769287764004,1199,.0005565789089426,.0004757240147449,4593,.0012811114705263,.0015377246058565
36.8,5439,.0013300936316582,.0028511369099139,2850,.0004346293741386,.0005323969129927,2589,.0008954642575195,.0023187399969212,1661,.0002946645495908,.0002726635191431,928,.0006007997079287,.0020460764777781,1118,.0002831804608778,.0002259745988049,1471,.0006122837966417,.0020927653981163,928,.0006007997079287,.0020460764777781,543,.000011484088713,.0000466889203382,1118,.0002831804608778,.0002259745988049,4511,.0007292939237294,.0008050604321358
36.9,4248,.0020551795724917,.0039952895385652,2273,.0006130275133778,.000836196471504,1975,.0014421520591139,.0031590930670612,1289,.0007415079183878,.0007741838252575,686,.0007006441407261,.0023849092418037,781,.0007297830676058,.0006816158963955,1194,.0007123689915081,.0024774771706657,686,.0007006441407261,.0023849092418037,508,.0000117248507819,.000092567928862,781,.0007297830676058,.0006816158963955,3562,.0013545354317656,.0016103802967615
37,4713,.0016811250111665,.0034999735700045,2392,.0005244863682409,.0006378525839994,2321,.0011566386429256,.0028621209860051,1522,.0004933224542936,.0005996241681521,799,.000663316188632,.0022624968178531,975,.0004547188555024,.0004045497208369,1346,.0007019197874232,.0024575712651682,799,.000663316188632,.0022624968178531,547,.0000386035987912,.0001950744473151,975,.0004547188555024,.0004045497208369,3914,.0010178088225344,.0012374767521515
37.1,4372,.0022663892001895,.0041480232798947,2306,.0008824420737775,.0012850084093738,2066,.001383947126412,.0028630148705209,1436,.000773961715617,.0007870832789327,630,.000609985410795,.0020759315915881,952,.0007438089269476,.000678806644087,1114,.0006401381994644,.0021842082264338,630,.000609985410795,.0020759315915881,484,.0000301527886694,.0001082766348457,952,.0007438089269476,.000678806644087,3742,.0016564037893945,.0020720916883066
37.2,5694,.0028334276974816,.0054962227740166,3181,.0008696611826875,.001202252654581,2513,.0019637665147941,.0042939701194357,1705,.0010166467852325,.0010769610651863,808,.0009471197295617,.0032170090542494,1120,.0009616998962072,.0008732520846423,1393,.0010020666185869,.0034207180347934,808,.0009471197295617,.0032170090542494,585,.0000549468890253,.000203708980544,1120,.0009616998962072,.0008732520846423,4886,.00188630796792,.0022792137197672
37.3,3286,.001825238262809,.0037242076933205,1612,.0004272749892531,.0004668618200369,1674,.0013979632735559,.0032573458732836,1020,.0006080058957308,.0005727919711417,654,.0007899573778251,.002684553902142,656,.0005977498484566,.0005321316474847,1018,.0008002134250993,.002725214225799,654,.0007899573778251,.002684553902142,364,.0000102560472742,.000040660323657,656,.0005977498484566,.0005321316474847,2632,.0010352808849839,.0010396537911785
37.4,3801,.0012804097938814,.0021817724097573,1988,.0005149105625895,.0004488972422936,1813,.0007654992312919,.0017328751674637,1291,.0004158242822626,.0005380147734372,522,.0003496749490294,.0011948603940265,895,.0003441986232304,.0002896623288506,918,.0004213006080615,.001443212838613,522,.0003496749490294,.0011948603940265,396,.0000716256590321,.0002483524445865,895,.0003441986232304,.0002896623288506,3279,.000930734844852,.0009869120157308
37.5,3080,.0017923029723279,.0037930675813296,1611,.000760411615381,.001115870329403,1469,.0010318913569469,.0026771972519266,982,.0003820632213224,.0004694664428044,487,.0006498281356244,.0022077308091222,649,.000331671809696,.0002892045491434,820,.0007002195472509,.0023879927027832,487,.0006498281356244,.0022077308091222,333,.0000503914116265,.000180261893661,649,.000331671809696,.0002892045491434,2593,.0011424748367034,.0015853367722074
37.6,3376,.0017974128947912,.0036759437744966,1770,.0005711757862534,.0004859383007136,1606,.0012262371085377,.003190005473783,1114,.0004296365676868,.0004847126716419,492,.0007966005408509,.0027052928021412,718,.0003936987149125,.0003515254998719,888,.0008325383936253,.0028384799739111,492,.0007966005408509,.0027052928021412,396,.0000359378527743,.0001331871717699,718,.0003936987149125,.0003515254998719,2884,.0010008123539402,.0009706509723555
37.7,2288,.0012163300189481,.002353424951306,1138,.000439420058449,.0004711402030393,1150,.0007769099604991,.0018822847482667,787,.0003185981640164,.0003257495947153,363,.0004583117964827,.0015565351535514,533,.0003009616193497,.0002622563325514,617,.0004759483411494,.0016200284157153,363,.0004583117964827,.0015565351535514,254,.0000176365446667,.0000634932621639,533,.0003009616193497,.0002622563325514,1925,.0007580182224654,.0007968897977546
37.8,2566,.0018186745419942,.0042451697581168,1343,.0005749295573583,.0004942314050628,1223,.0012437449846359,.0037509383530541,758,.0002367633814239,.0003347061770445,465,.001006981603212,.0034162321760096,528,.0001890007894025,.0001634280953816,695,.0010547441952334,.0035875102576725,465,.001006981603212,.0034162321760096,230,.0000477625920213,.0001712780816628,528,.0001890007894025,.0001634280953816,2101,.0008116929387821,.0008289375821072
37.9,2664,.0010422220588386,.0023045616643066,1382,.0001748424178648,.0001448504663727,1282,.0008673796409738,.0021597111979338,835,.000318202357825,.0002945916150977,447,.0005491772831488,.0018651195828362,565,.000311200273643,.0002607728976706,717,.0005561793673308,.0018989383002632,447,.0005491772831488,.0018651195828362,270,7.00208418205e-06,.000033818717427,565,.000311200273643,.0002607728976706,2217,.0004930447756898,.0004394420814704
38,2669,.000653395766786,.001326734000711,1548,.0002348723503847,.0001835219986568,1121,.0004185234164013,.0011432120020543,832,.000121337807293,.0001331031974814,289,.0002971856091083,.0010101088045729,546,.0001114087145098,.0000853547444535,575,.0003071147018916,.0010578572576008,289,.0002971856091083,.0010101088045729,286,9.92909278327e-06,.0000477484530279,546,.0001114087145098,.0000853547444535,2380,.0003562101576777,.0003166251961382
38.1,2678,.0007931818069272,.0015335412731381,1474,.0002320532004028,.0002426069729662,1204,.0005611286065245,.0012909343001719,863,.0002560623703816,.0002515347934591,341,.0003050662361429,.0010393995067128,596,.0002448616569763,.0002071938908645,608,.0003162669495481,.0010837404093074,341,.0003050662361429,.0010393995067128,267,.0000112007134052,.0000443409025945,596,.0002448616569763,.0002071938908645,2337,.0004881155707843,.0004941417664253
38.2,2291,.0014361250028539,.0027816483102481,1243,.0004513784486944,.0005327526450865,1048,.0009847465541595,.0022488956651616,677,.0004550853510848,.0004499570898406,371,.0005296612030747,.001798938575321,461,.0004411832384839,.0003999393825774,587,.0005435633156757,.0018489562825842,371,.0005296612030747,.001798938575321,216,.000013902112601,.0000500177072632,461,.0004411832384839,.0003999393825774,1920,.0009064637997792,.0009827097349271
38.3,1792,.0005456969309499,.0009251265291015,961,.0002778345022729,.0002172537976294,831,.000267862428677,.0007078727314721,641,.0000881449105192,.0000962750257923,190,.0001797175181578,.0006115977056798,430,.0000849577603388,.0000668441197745,401,.0001829046683382,.0006410286116976,190,.0001797175181578,.0006115977056798,211,3.18715018041e-06,.0000294309060178,430,.0000849577603388,.0000668441197745,1602,.0003659794127921,.0003135288234217
38.4,1609,.0007493507542874,.0014008548380534,919,.0003176777602395,.0001899894086785,690,.0004316729940479,.0012108654293749,503,.0001285553385422,.0001822961886279,187,.0003031176555057,.001028569240747,320,.00010515157514,.0000881063713342,370,.0003265214189078,.0011227590580407,187,.0003031176555057,.001028569240747,183,.0000234037634022,.0000941898172937,320,.00010515157514,.0000881063713342,1422,.0004462330987817,.0003722855973064
38.5,2587,.0010363422481884,.0019653323747514,1425,.0003414646383741,.0002701764725874,1162,.0006948776098142,.001695155902164,779,.000292690217347,.0003293533805978,383,.0004021873924672,.0013658025215662,506,.0002678609924045,.0002356865112351,656,.0004270166174097,.0014594693909289,383,.0004021873924672,.0013658025215662,273,.0000248292249425,.0000936668693627,506,.0002678609924045,.0002356865112351,2204,.0006341548557211,.0005995298531852
38.6,2098,.0010992367122721,.0021763703270951,1139,.0003120816738291,.000359270560677,959,.000787155038443,.0018170997664181,626,.0003429336427024,.0003078935293255,333,.0004442213957406,.0015092062370926,421,.0003356116417257,.0002728643840241,538,.0004515433967173,.001544235382394,333,.0004442213957406,.0015092062370926,205,7.32200097672e-06,.0000350291453014,421,.0003356116417257,.0002728643840241,1765,.0006550153165315,.0006671640900025
38.7,1571,.0007110485815854,.0015045364710801,698,.0002428867300417,.0002082900158027,873,.0004681618515437,.0012962464552774,541,.0001546487206614,.0002297680879254,332,.0003135131308823,.001066478367352,366,.0001176349927094,.0001022945133795,507,.0003505268588343,.0011939519418979,332,.0003135131308823,.001066478367352,175,.0000370137279519,.0001274735745459,366,.0001176349927094,.0001022945133795,1239,.000397535450703,.0004380581037281
38.8,1968,.001120601415874,.0022858116411967,1050,.0002948528518745,.0003725915664006,918,.0008257485639995,.0019132200747961,643,.0003695307060878,.0003649500537731,275,.0004562178579118,.001548270021023,404,.0003614836265959,.0003333758929747,514,.0004642649374036,.0015798441818214,275,.0004562178579118,.001548270021023,239,8.04707949181e-06,.0000315741607985,404,.0003614836265959,.0003333758929747,1693,.0006643835579622,.0007375416201737
38.9,1860,.0012518085667904,.0030190564397743,1018,.0003059348066903,.0005217679890936,842,.0009458737601001,.0024972884506806,577,.0003518729518439,.0004816038394466,265,.0005940008082562,.002015684611234,385,.0002886089967795,.0002648276939776,457,.0006572647633206,.002232460756703,265,.0005940008082562,.002015684611234,192,.0000632639550644,.000216776145469,385,.0002886089967795,.0002648276939776,1595,.0006578077585342,.0010033718285403
39,2353,.0005587167013218,.0009422596255071,1364,.0002512027810331,.0001822869784514,989,.0003075139202888,.0007599726470557,771,.0001338530468407,.00016901779138,218,.000173660873448,.0005909548556757,522,.0001091008099232,.0000799588158427,467,.0001984131103655,.0006800138312131,218,.000173660873448,.0005909548556757,249,.0000247522369175,.0000890589755373,522,.0001091008099232,.0000799588158427,2135,.0003850558278738,.0003513047698314
39.1,1020,.0008629994231398,.001624845604278,531,.0002472798967594,.0001848646637104,489,.0006157195263803,.0014399809405676,362,.0002775035570682,.0002927059590243,127,.0003382159693122,.0011472749815433,247,.0002623666428501,.0002398907214098,242,.0003533528835303,.0012000902191578,127,.0003382159693122,.0011472749815433,115,.0000151369142181,.0000528152376145,247,.0002623666428501,.0002398907214098,893,.0005247834538276,.0004775706227347
39.2,936,.0008431928384801,.001957036360781,402,.0001915202065419,.0003310747137912,534,.0006516726319382,.0016259616469898,304,.0002944288674275,.0004132190895314,230,.0003572437645107,.0012127425574584,197,.0002387465003606,.0002230849128937,337,.0004129261315776,.0014028767340961,230,.0003572437645107,.0012127425574584,107,.0000556823670669,.0001901341766377,197,.0002387465003606,.0002230849128937,706,.0004859490739694,.0007442938033226
39.3,1008,.0008496320079916,.0021174984978878,466,.0002553889830068,.0003260456830729,542,.0005942430249848,.0017914528148149,321,.0001169103126684,.0001727322133047,221,.0004773327123164,.0016187206015101,215,.0000972501459948,.0000855710838037,327,.00049699287899,.0017058817310112,221,.0004773327123164,.0016187206015101,106,.0000196601666736,.000087161129501,215,.0000972501459948,.0000855710838037,787,.0003722992956752,.0004987778963776
39.4,1238,.0006707540901328,.0011768703041337,713,.0003385236923972,.0002963539229643,525,.0003322303977356,.0008805163811694,354,.0001192073952561,.0001566421364422,171,.0002130230024795,.0007238742447272,216,.0001000209889055,.0000900663190345,309,.0002322094088301,.0007904500621349,171,.0002130230024795,.0007238742447272,138,.0000191864063506,.0000665758174077,216,.0001000209889055,.0000900663190345,1067,.0004577310876533,.0004529960594065
39.5,1675,.0004074957815879,.000815353924899,941,.0001094645309461,.0001013583878484,734,.0002980312506418,.0007139955370505,526,.0001313296357567,.0001467729077393,208,.0001667016148851,.0005672226293112,351,.0001223884401957,.0001105262121581,383,.0001756428104461,.0006034693248924,208,.0001667016148851,.0005672226293112,175,8.94119556095e-06,.0000362466955812,351,.0001223884401957,.0001105262121581,1467,.0002407941667028,.0002481312955878
39.6,1010,.0004621356934972,.0009565298747578,472,.0002101936603847,.000170572185521,538,.0002519420331125,.0007859576892368,327,.000027528660681,.0000226513015282,211,.0002244133724316,.0007633063877086,227,.0000244059463359,.0000101316440104,311,.0002275360867766,.0007758260452264,211,.0002244133724316,.0007633063877086,100,3.12271434508e-06,.0000125196575178,227,.0000244059463359,.0000101316440104,799,.0002377223210656,.0001932234870492
39.7,985,.0008451832924421,.0015388644262226,518,.0002430970750211,.0002506940041356,467,.0006020862174209,.0012881704220871,334,.0003138966096827,.0003107513114002,133,.0002881896077382,.0009774191106868,217,.0003086064202034,.0002885064209535,250,.0002934797972176,.0009996640011336,133,.0002881896077382,.0009774191106868,117,5.29018947937e-06,.0000222448904468,217,.0003086064202034,.0002885064209535,852,.0005569936847039,.0005614453155358
39.8,832,.0004030736464288,.0008360139989072,417,.0000720305449873,.0000926318762962,415,.0003310431014415,.000743382122611,248,.0001627146149406,.0001711801635216,167,.0001683284865009,.0005722019590895,175,.0001535880692636,.0001390545173008,240,.0001774550321779,.0006043276053103,167,.0001683284865009,.0005722019590895,73,9.12654567700e-06,.0000321256462208,175,.0001535880692636,.0001390545173008,665,.0002347451599279,.0002638120398177
39.9,891,.000416872956975,.0010437897745261,417,.0000690430773713,.0000978594470047,474,.0003478298796037,.0009459303275214,280,.0001141457310023,.0001506719181457,194,.0002336841486014,.0007952584093758,195,.000091164911538,.0000716887289094,279,.0002566649680656,.000874241598612,194,.0002336841486014,.0007952584093758,85,.0000229808194643,.0000789831892363,195,.000091164911538,.0000716887289094,697,.0001831888083736,.0002485313651504
40,789,.0005879754836051,.0013351046614247,394,.0001220737697052,.0001767383671791,395,.0004659017139,.0011583662942456,221,.0001824718148973,.0001972130965882,174,.0002834298990026,.0009611531976574,151,.0001749754630249,.0001663875844662,244,.000290926250875,.0009919787097794,174,.0002834298990026,.0009611531976574,70,7.49635187242e-06,.000030825512122,151,.0001749754630249,.0001663875844662,615,.0003045455846025,.0003739514637673
40.1,885,.0004552204565428,.000775586994906,501,.0003034800267998,.0003401959475935,384,.000151740429743,.0004353910473125,268,.0000391083066291,.0000524835343965,116,.0001126321231139,.000382907512916,174,.0000318399003394,.0000268987563454,210,.0001199005294036,.0004084922909671,116,.0001126321231139,.000382907512916,94,7.26840628970e-06,.000025584778051,174,.0000318399003394,.0000268987563454,769,.0003425883334289,.00039267948199
40.2,1026,.000704033703965,.0017262350071734,516,.000128496167358,.000159104267476,510,.000575537536607,.0015671307396974,282,.000169941465773,.0001912917958717,228,.000405596070834,.0013758389438256,166,.0001570261794424,.0001466824618526,344,.0004185113571646,.0014204482778448,228,.000405596070834,.0013758389438256,116,.0000129152863307,.0000446093340192,166,.0001570261794424,.0001466824618526,798,.000298437633131,.0003503960633477
40.3,1063,.0006243828780239,.0013453143619091,581,.0002032836930654,.0002598210545957,482,.0004210991849584,.0010854933073134,312,.0001485898090157,.0001608943451303,170,.0002725093759427,.0009245989621831,196,.0001396853854914,.0001295408619868,286,.0002814137994671,.0009559524453266,170,.0002725093759427,.0009245989621831,116,8.90442352436e-06,.0000313534831435,196,.0001396853854914,.0001295408619868,893,.0003518735020812,.000420715399726
40.4,899,.0004309754303052,.000902704336265,429,.0001235987780013,.0001008703091137,470,.0003073766523039,.0008018340271514,324,.0001130718601804,.0001421479359527,146,.0001943047921235,.0006596860911987,217,.0000984036849703,.0000880340278255,253,.0002089729673336,.0007137999993259,146,.0001943047921235,.0006596860911987,107,.0000146681752102,.0000541139081272,217,.0000984036849703,.0000880340278255,753,.0002366706381817,.0002430182450663
40.5,1056,.0007937310282361,.0020303139152014,553,.000114731396065,.0001946539540643,503,.0006789996321711,.0018356599611371,319,.0001969100904311,.0002007697614639,184,.0004820895417401,.0016348901996732,218,.0001910976758355,.000180109703396,285,.0004879019563357,.0016555502577411,184,.0004820895417401,.0016348901996732,101,5.81241459560e-06,.0000206600580679,218,.0001910976758355,.000180109703396,872,.0003116414864961,.0003954237155281
40.6,1249,.0007783420452657,.0017335078386795,589,.0002263802603175,.0003296015899183,660,.0005519617849482,.0014039062487612,413,.0002561223747264,.0003958563332829,247,.0002958394102218,.0010080499154783,280,.0001943212155648,.0001786176614889,380,.0003576405693833,.0012252885872723,247,.0002958394102218,.0010080499154783,133,.0000618011591615,.000217238671794,280,.0001943212155648,.0001786176614889,1002,.0004825026350439,.0007254579232012
40.7,669,.0005158270048033,.0011609790838241,303,.0001322292493238,.0001271150767792,366,.0003835977554796,.0010338640070449,245,.0001186952307961,.0001355666458391,121,.0002649025246834,.0008982973612057,175,.0001082633892864,.0000993724881082,191,.0002753343661932,.0009344915189367,121,.0002649025246834,.0008982973612057,70,.0000104318415098,.0000361941577309,175,.0001082633892864,.0000993724881082,548,.0002509244801199,.0002626817226183
40.8,858,.0004372519670374,.0011920540336741,365,.0001426793830168,.0002235693594805,493,.0002945725840205,.0009684846741935,288,.0000343679467211,.0000423002659935,205,.0002602046372994,.0009261844082,203,.0000283381131272,.0000208909815731,290,.0002662344708934,.0009475936926204,205,.0002602046372994,.0009261844082,85,6.02983359393e-06,.0000214092844204,203,.0000283381131272,.0000208909815731,653,.0001770473297379,.000265869625474
