temp,no_wgt_comm,risk_adj_sample_wgt_comm,pop_adj_sample_wgt_comm,no_wgt_low,risk_adj_sample_wgt_low,pop_adj_sample_wgt_low,no_wgt_high,risk_adj_sample_wgt_high,pop_adj_sample_wgt_high,no_wgt_manuf,risk_adj_sample_wgt_manuf,pop_adj_sample_wgt_manuf,no_wgt_hr3,risk_adj_sample_wgt_hr3,pop_adj_sample_wgt_hr3,no_wgt_manuf2,risk_adj_sample_wgt_manuf2,pop_adj_sample_wgt_manuf2,no_wgt_hr4,risk_adj_sample_wgt_hr4,pop_adj_sample_wgt_hr4,no_wgt_agri,risk_adj_sample_wgt_agri,pop_adj_sample_wgt_agri,no_wgt_connmine,risk_adj_sample_wgt_connmine,pop_adj_sample_wgt_connmine,no_wgt_manuft,risk_adj_sample_wgt_manuft,pop_adj_sample_wgt_manuft,no_wgt_lomaco,risk_adj_sample_wgt_lomaco,pop_adj_sample_wgt_lomaco
11.8,148,.0006987589098967,.0003310436478143,98,.0005695931760119,.0002326286002114,50,.0001291657338848,.0000984150476029,48,.0001291082311675,.0000966629694403,2,5.75027172545e-08,1.75207816255e-06,36,.0001283150038134,.0000689368602895,14,8.50730071389e-07,.0000294781873134,2,5.75027172545e-08,1.75207816255e-06,12,7.93227354134e-07,.0000277261091508,36,.0001283150038134,.0000689368602895,146,.0006987014071794,.0003292915696518
11.9,120,.0006478046428625,.0002981347443356,87,.0005796380705512,.0002365983413304,33,.0000681665723113,.0000615364030052,22,.0000681556929933,.0000614046076066,11,1.08793179465e-08,1.31795398595e-07,14,.0000674454681757,.0000363412146953,19,7.21104135570e-07,.0000251951883099,11,1.08793179465e-08,1.31795398595e-07,8,7.10224817624e-07,.0000250633929113,14,.0000674454681757,.0000363412146953,109,.0006477937635445,.000298002948937
12,114,.0007941927872075,.0003533743259325,96,.0007006084656744,.000285950371854,18,.0000935843215331,.0000674239540785,18,.0000935843215331,.0000674239540785,0,0,0,11,.0000930951637201,.000050161878562,7,4.89157812922e-07,.0000172620755166,0,0,0,7,4.89157812922e-07,.0000172620755166,11,.0000930951637201,.000050161878562,114,.0007941927872075,.0003533743259325
12.1,280,.0006525302430767,.0002970932902886,164,.0004991992892984,.0002042047574453,116,.0001533309537782,.0000928885328433,112,.0001530350120221,.0000824833560342,4,2.95941756101e-07,.0000104051768091,83,.0001529948143553,.000081996389163,33,3.36139422963e-07,.0000108921436803,4,2.95941756101e-07,.0000104051768091,29,4.01976668618e-08,4.86966871271e-07,83,.0001529948143553,.000081996389163,276,.0006522343013206,.0002866881134795
12.2,185,.0007159181982492,.0003037219297246,131,.0006894493762335,.0002815767807123,54,.0000264688220157,.0000221451490123,54,.0000264688220157,.0000221451490123,0,0,0,45,.0000262195909873,.000013677083107,9,2.49231028426e-07,8.46806590538e-06,0,0,0,9,2.49231028426e-07,8.46806590538e-06,45,.0000262195909873,.000013677083107,185,.0007159181982492,.0003037219297246
12.3,107,.0006802457194546,.0003011054926674,86,.0005781169982129,.0002359375753258,21,.0001021287212417,.0000651679173416,21,.0001021287212417,.0000651679173416,0,0,0,14,.0001018369691792,.0000548721679934,7,2.91752062509e-07,.0000102957493482,0,0,0,7,2.91752062509e-07,.0000102957493482,14,.0001018369691792,.0000548721679934,107,.0006802457194546,.0003011054926674
12.4,109,.0007740437523545,.0003493890348238,90,.0007093205174442,.0002894835518532,19,.0000647232349102,.0000599054829706,18,.0000639630829333,.0000573293324067,1,7.60151976920e-07,2.57615056398e-06,9,.000063305122012,.0000341102990831,10,1.41811289822e-06,.0000257951838876,1,7.60151976920e-07,2.57615056398e-06,9,6.57960921302e-07,.0000232190333236,9,.000063305122012,.0000341102990831,108,.0007732836003775,.0003468128842599
12.5,129,.0009138191768905,.0003991604141902,102,.0007654155124328,.0003123766984459,27,.0001484036644577,.0000867837157443,27,.0001484036644577,.0000867837157443,0,0,0,23,.0001482073997749,.0000798576568855,4,1.96264682728e-07,6.92605885888e-06,0,0,0,4,1.96264682728e-07,6.92605885888e-06,23,.0001482073997749,.0000798576568855,129,.0009138191768905,.0003991604141902
12.6,107,.0007253143694435,.0003282880784923,85,.0006190679531528,.0002526502264004,22,.0001062464162906,.0000756378520919,21,.0001061986486519,.0000739521617561,1,4.77676387334e-08,1.68569033576e-06,17,.0001057172228229,.0000569629423808,5,5.29193467713e-07,.0000186749097111,1,4.77676387334e-08,1.68569033576e-06,4,4.81425828980e-07,.0000169892193753,17,.0001057172228229,.0000569629423808,106,.0007252666018047,.0003266023881565
12.7,208,.0006511914450658,.0003058891323926,139,.0005627264308536,.0002312575131356,69,.0000884650142121,.000074631619257,66,.0000884593389916,.0000745628678933,3,5.67522051576e-09,6.87513637132e-08,38,.0000875808594163,.0000459301202662,31,8.84154795822e-07,.0000287014989908,3,5.67522051576e-09,6.87513637132e-08,28,8.78479575306e-07,.0000286327476271,38,.0000875808594163,.0000459301202662,205,.0006511857698452,.0003058203810289
12.8,132,.0008581014489671,.000390765934946,92,.0006834244719585,.0002789150120179,40,.0001746769770087,.0001118509229281,20,.0001742414525694,.0000968537446511,20,4.35524439291e-07,.000014997178277,18,.0001741560345181,.0000938393945376,22,5.20942490589e-07,.0000180115283905,20,4.35524439291e-07,.000014997178277,2,8.54180512988e-08,3.01435011352e-06,18,.0001741560345181,.0000938393945376,112,.0008576659245279,.000375768756669
12.9,113,.0007031860492965,.0003110125051577,88,.0006260363135198,.0002555051718147,25,.0000771497357768,.000055507333343,25,.0000771497357768,.000055507333343,0,0,0,16,.0000767486708355,.0000413539998476,9,4.01064941258e-07,.0000141533334954,0,0,0,9,4.01064941258e-07,.0000141533334954,16,.0000767486708355,.0000413539998476,113,.0007031860492965,.0003110125051577
13,168,.0012927055215837,.0005627463348006,131,.0010796304503629,.0004411706139891,37,.0002130750712208,.0001215757208115,37,.0002130750712208,.0001215757208115,0,0,0,31,.0002128335677298,.0001143509171726,6,2.41503490983e-07,7.22480363891e-06,0,0,0,6,2.41503490983e-07,7.22480363891e-06,31,.0002128335677298,.0001143509171726,168,.0012927055215837,.0005627463348006
13.1,118,.000624344605805,.0002745826477257,91,.0005110841733433,.0002086220489219,27,.0001132604324617,.0000659605988038,25,.0001132596170565,.0000659507207339,2,8.15405187815e-10,9.87806991759e-09,20,.0001131107840422,.0000608634462793,7,1.49648419490e-07,5.09715252450e-06,2,8.15405187815e-10,9.87806991759e-09,5,1.48833014302e-07,5.08727445458e-06,20,.0001131107840422,.0000608634462793,116,.0006243437903998,.0002745727696558
13.2,109,.0007407195037672,.0003331284240744,93,.0007055226496959,.0002879335866623,16,.0000351968540713,.0000451948374121,16,.0000351968540713,.0000451948374121,0,0,0,10,.0000344420477632,.0000185581900496,6,7.54806308123e-07,.0000266366473625,0,0,0,6,7.54806308123e-07,.0000266366473625,10,.0000344420477632,.0000185581900496,109,.0007407195037672,.0003331284240744
13.3,116,.0006025340548916,.000290671026022,85,.0004593184992814,.0001874542523126,31,.0001432155556103,.0001032167737094,31,.0001432155556103,.0001032167737094,0,0,0,22,.0001424659606073,.0000767640316326,9,7.49595002958e-07,.0000264527420768,0,0,0,9,7.49595002958e-07,.0000264527420768,22,.0001424659606073,.0000767640316326,116,.0006025340548916,.000290671026022
13.4,112,.0009707272198405,.0004254352805786,89,.0008644716091606,.0003528044223571,23,.0001062556106799,.0000726308582215,21,.0001060040405516,.0000637531039955,2,2.51570128285e-07,8.87775422598e-06,17,.0001058130084157,.000057011698027,6,4.42602264172e-07,.0000156191601945,2,2.51570128285e-07,8.87775422598e-06,4,1.91032135888e-07,6.74140596857e-06,17,.0001058130084157,.000057011698027,110,.0009704756497122,.0004165575263526
13.5,241,.0009974023462853,.0004669591763928,144,.0007198232940944,.0002946803660056,97,.0002775790521909,.0001722788103873,87,.0002775696913389,.0001721654101461,10,9.36085203795e-09,1.13400241197e-07,68,.0002768702840221,.0001481244890345,29,7.08768168767e-07,.0000241543213528,10,9.36085203795e-09,1.13400241197e-07,19,6.99407316729e-07,.0000240409211116,68,.0002768702840221,.0001481244890345,231,.0009973929854332,.0004668457761516
13.6,118,.0005519314076106,.0002704474793838,88,.0004694895687347,.0001916327896545,30,.0000824418388758,.0000788146897293,29,.0000824408930057,.0000788032311689,1,9.45870159974e-10,1.14585603228e-08,18,.0000814482244778,.0000437944959515,12,9.93614398093e-07,.0000350201937778,1,9.45870159974e-10,1.14585603228e-08,11,9.92668527933e-07,.0000350087352174,18,.0000814482244778,.0000437944959515,117,.0005519304617404,.0002704360208234
13.7,212,.0010103908924068,.0004668848332772,145,.0007725158668226,.0003164407989478,67,.0002378750255842,.0001504440343294,62,.0002378168745795,.0001484278257746,5,5.81510047337e-08,2.01620855478e-06,47,.0002371863783779,.0001271604095638,20,6.88647206343e-07,.0000232836247656,5,5.81510047337e-08,2.01620855478e-06,15,6.30496201609e-07,.0000212674162108,47,.0002371863783779,.0001271604095638,207,.0010103327414021,.0004648686247224
13.8,141,.0008464388886633,.0003902410905079,105,.0007118621244437,.000290523026659,36,.0001345767642196,.0000997180638489,22,.0001339490040451,.0000777862072709,14,6.27760174510e-07,.000021931856578,19,.0001337875299896,.0000720878884977,17,7.89234229970e-07,.0000276301753512,14,6.27760174510e-07,.000021931856578,3,1.61474055460e-07,5.69831877328e-06,19,.0001337875299896,.0000720878884977,127,.0008458111284888,.0003683092339299
13.9,125,.0006992491991976,.0003108999418457,94,.0006310555610631,.0002575507666589,31,.0000681936381344,.0000533491751868,27,.0000681334985408,.0000512359147531,4,6.01395936661e-08,2.11326043376e-06,22,.0000677144240955,.0000364560649917,9,4.79214038951e-07,.0000168931101951,4,6.01395936661e-08,2.11326043376e-06,5,4.19074445285e-07,.0000147798497614,22,.0000677144240955,.0000364560649917,121,.0006991890596039,.000308786681412
14,170,.0011535105355545,.0005168904197843,107,.00084642325234,.0003454486397985,63,.0003070872832145,.0001714417799858,52,.0003070752774297,.000171296338217,11,1.20057848108e-08,1.45441768851e-07,47,.000306898176607,.0001653011242704,16,1.89106607484e-07,6.14065571547e-06,11,1.20057848108e-08,1.45441768851e-07,5,1.77100822674e-07,5.99521394662e-06,47,.000306898176607,.0001653011242704,159,.0011534985297696,.0005167449780155
14.1,167,.0006623619164245,.0003217538179077,110,.0005106774596602,.0002088316757014,57,.0001516844567643,.0001129221422063,52,.0001512959065867,.0000993089086334,5,3.88550177616e-07,.0000136132335729,38,.0001507633522451,.0000811068043234,19,9.21104519241e-07,.0000318153378829,5,3.88550177616e-07,.0000136132335729,14,5.32554341626e-07,.00001820210431,38,.0001507633522451,.0000811068043234,162,.0006619733662468,.0003081405843348
14.2,216,.001290398445335,.0005868831530371,162,.0011120280546848,.0004552726124061,54,.0001783703906502,.000131610540631,52,.000178225472276,.0001264964610179,2,1.44918374190e-07,5.11407961312e-06,38,.0001772787661309,.0000948734221105,16,1.09162451922e-06,.0000367371185206,2,1.44918374190e-07,5.11407961312e-06,14,9.46706145033e-07,.0000316230389075,38,.0001772787661309,.0000948734221105,214,.0012902535269608,.000581769073424
14.3,229,.0011120330125646,.0005658458000921,134,.000756805253241,.0003091604594889,95,.0003552277593236,.0002566853406032,91,.0003551111410447,.0002525960736968,4,1.16618278923e-07,4.08926690643e-06,70,.0003533105869025,.0001898558941482,25,1.91717242115e-06,.000066829446455,4,1.16618278923e-07,4.08926690643e-06,21,1.80055414223e-06,.0000627401795485,70,.0003533105869025,.0001898558941482,225,.0011119163942857,.0005617565331857
14.4,207,.0011918201780641,.0005337650076163,135,.0011141211098309,.0004549608195985,72,.0000776990682332,.0000788041880178,60,.0000773834941974,.0000678610931368,12,3.15574035847e-07,.0000109430948809,49,.000076612990485,.0000408977234496,23,1.08607774824e-06,.0000379064645681,12,3.15574035847e-07,.0000109430948809,11,7.70503712388e-07,.0000269633696872,49,.000076612990485,.0000408977234496,195,.0011915046040283,.0005228219127353
14.5,470,.0007712922550881,.0003587427585687,255,.0005894606665073,.0002415818613057,215,.0001818315885808,.000117160897263,193,.0001815663450095,.0001090698347372,22,2.65243571218e-07,8.09106252575e-06,161,.0001811665600044,.0000960108154429,54,6.65028576319e-07,.0000211500818201,22,2.65243571218e-07,8.09106252575e-06,32,3.99785005101e-07,.0000130590192944,161,.0001811665600044,.0000960108154429,448,.0007710270115169,.000350651696043
14.6,148,.0007912180206432,.0003744000458372,103,.0006563302434355,.0002678872721642,45,.0001348877772077,.000106512773673,45,.0001348877772077,.000106512773673,0,0,0,29,.0001339102372988,.0000720920608401,16,9.77539908908e-07,.0000344207128329,0,0,0,16,9.77539908908e-07,.0000344207128329,29,.0001339102372988,.0000720920608401,148,.0007912180206432,.0003744000458372
14.7,401,.0013754028530581,.0005958157909227,252,.001112936838946,.0004553527147537,149,.0002624660141121,.000140463076169,129,.0002624199564014,.0001399051188833,20,4.60577107009e-08,5.57957285707e-07,116,.0002623703682874,.0001393043932203,33,9.56458247187e-08,1.15868294870e-06,20,4.60577107009e-08,5.57957285707e-07,13,4.95881140178e-08,6.00725662991e-07,116,.0002623703682874,.0001393043932203,381,.0013753567953474,.000595257833637
14.8,146,.0009472613357957,.000510089142324,103,.0008615159021019,.000351596595749,43,.0000857454336938,.000158492546575,43,.0000857454336938,.000158492546575,0,0,0,20,.0000825140932648,.0000444605466328,23,3.23134042901e-06,.0001140319999422,0,0,0,23,3.23134042901e-06,.0001140319999422,20,.0000825140932648,.0000444605466328,146,.0009472613357957,.000510089142324
14.9,544,.0008211558712543,.0004030820187775,337,.0007848892899789,.0003210726413969,207,.0000362665812754,.0000820093773806,194,.000036058733622,.0000749847824997,13,2.07847653394e-07,7.02459488089e-06,144,.0000344081951829,.0000177708755045,63,1.85838609254e-06,.0000642385018761,13,2.07847653394e-07,7.02459488089e-06,50,1.65053843915e-06,.0000572139069952,144,.0000344081951829,.0000177708755045,531,.0008209480236009,.0003960574238966
15,357,.0006780807427705,.000298240779697,214,.0005691953833846,.0002328905764353,143,.0001088853593859,.0000653502032617,122,.0001087006012247,.0000601229025308,21,1.84758161215e-07,5.22730073094e-06,105,.0001086174350391,.0000576310858205,38,2.67924346820e-07,7.71911744124e-06,21,1.84758161215e-07,5.22730073094e-06,17,8.31661856049e-08,2.49181671030e-06,105,.0001086174350391,.0000576310858205,336,.0006778959846093,.000293013478966
15.1,220,.0011291697517691,.0005371770488249,142,.0009341116196993,.0003814711695731,78,.0001950581320699,.0001557058792518,49,.0001942118651084,.000126115293503,29,8.46266961507e-07,.0000295905857488,31,.000193580863824,.0001042121258283,47,1.47726824584e-06,.0000514937534235,29,8.46266961507e-07,.0000295905857488,18,6.31001284335e-07,.0000219031676747,31,.000193580863824,.0001042121258283,191,.0011283234848076,.0005075864630761
15.2,168,.0005018892953197,.0002712140109455,105,.0004533655870373,.0001852330145571,63,.0000485237082824,.0000859809963885,47,.0000485048099072,.0000857520556607,16,1.88983751981e-08,2.28940727709e-07,26,.0000467740926524,.0000250746336645,37,1.74961562999e-06,.0000609063627239,16,1.88983751981e-08,2.28940727709e-07,21,1.73071725479e-06,.0000606774219962,26,.0000467740926524,.0000250746336645,152,.0005018703969445,.0002709850702178
15.3,460,.0009341057320708,.0004210387427968,308,.0008566075899159,.000350867881699,152,.0000774981421549,.0000701708610977,121,.000077413997182,.0000685831494458,31,8.41449728783e-08,1.58771165193e-06,87,.0000765618168437,.0000401414925864,65,9.36325311174e-07,.0000300293685114,31,8.41449728783e-08,1.58771165193e-06,34,8.52180338295e-07,.0000284416568594,87,.0000765618168437,.0000401414925864,429,.0009340215870979,.0004194510311448
15.4,391,.0010111707132483,.000522929279458,227,.0006720172111585,.0002746821323925,164,.0003391535020898,.0002482471470655,154,.000339135177216,.0002480251539132,10,1.83248737851e-08,2.21993152305e-07,109,.0003372325075013,.000181399557504,55,1.92099458854e-06,.0000668475895615,10,1.83248737851e-08,2.21993152305e-07,45,1.90266971475e-06,.0000666255964092,109,.0003372325075013,.000181399557504,381,.0010111523883745,.0005227072863057
15.5,559,.0011703898422995,.0005167702094715,330,.0011149962673498,.0004572423217319,229,.0000553935749497,.0000595278877396,202,.0000547952073086,.0000391759224327,27,5.98367641103e-07,.0000203519653068,146,.0000543387141221,.0000266922590471,83,1.05486082763e-06,.0000328356286925,27,5.98367641103e-07,.0000203519653068,56,4.56493186529e-07,.0000124836633857,146,.0000543387141221,.0000266922590471,532,.0011697914746584,.0004964182441647
15.6,589,.0010360522263606,.0004582531576425,318,.0009158651218604,.0003759479722141,271,.0001201871045002,.0000823051854284,254,.0001190865649481,.0000784026879299,17,1.10053955216e-06,3.90249749849e-06,193,.0001185038035683,.0000607096448682,78,1.68330093198e-06,.0000215955405602,17,1.10053955216e-06,3.90249749849e-06,61,5.82761379819e-07,.0000176930430618,193,.0001185038035683,.0000607096448682,572,.0010349516868084,.000454350660144
15.7,273,.0012859574283549,.0005807440769043,158,.0010918655518584,.0004461446694677,115,.0001940918764965,.0001345994074367,86,.0001940437612452,.0001340165245045,29,4.81152512832e-08,5.82882932143e-07,64,.0001931256699041,.0001030756700029,51,9.66206592345e-07,.0000315237374338,29,4.81152512832e-08,5.82882932143e-07,22,9.18091341062e-07,.0000309408545016,64,.0001931256699041,.0001030756700029,244,.0012859093131036,.0005801611939722
15.8,352,.0011578884664096,.0005425095236218,223,.0010853550345233,.0004433462135216,129,.0000725334318863,.0000991633101002,121,.0000720941507166,.0000838494804096,8,4.39281169662e-07,.0000153138296906,83,.0000707566325158,.0000375273980149,46,1.77679937052e-06,.0000616359120853,8,4.39281169662e-07,.0000153138296906,38,1.33751820086e-06,.0000463220823947,83,.0000707566325158,.0000375273980149,344,.00115744918524,.0005271956939312
15.9,670,.0014127958477709,.0006150305127559,394,.0012328043933874,.0005045837022093,276,.0001799914543835,.0001104468105466,215,.0001798697606483,.0001082388662446,61,1.21693735200e-07,2.20794430206e-06,157,.00017947367171,.000095599654782,119,5.17782673543e-07,.0000148471557646,61,1.21693735200e-07,2.20794430206e-06,58,3.96088938343e-07,.0000126392114626,157,.00017947367171,.000095599654782,609,.0014126741540357,.0006128225684539
16,2239,.0014049918514521,.0007110814624136,1362,.0012859203127236,.0005276259921518,877,.0001190715387285,.0001834554702618,815,.0001181995635772,.0001540705865506,62,8.71975151279e-07,.0000293848837112,627,.0001153914539671,.0000571049744593,250,3.68008476138e-06,.0001263504958025,62,8.71975151279e-07,.0000293848837112,188,2.80810961011e-06,.0000969656120913,627,.0001153914539671,.0000571049744593,2177,.0014041198763008,.0006816965787024
16.1,637,.0011603619210466,.0005407916718703,378,.0010257055588312,.0004197221401201,259,.0001346563622154,.0001210695317502,183,.0001341045076214,.0001056392487291,76,5.51854594022e-07,.0000154302830211,141,.0001330851608401,.000070827971375,118,1.57120137531e-06,.0000502415603751,76,5.51854594022e-07,.0000154302830211,42,1.01934678129e-06,.0000348112773541,141,.0001330851608401,.000070827971375,561,.0011598100664526,.0005253613888492
