var_type,year,pctile,cons,beta1,beta2,anomalymin,anomalymax
"value",2123,.55,.3585896,.0498624,.3006302,0,11
"value",2124,.55,.358879,.052329,.3028319,0,11
"value",2125,.55,.3591685,.0547956,.3050335,0,11
"value",2126,.55,.359458,.0572623,.3072352,0,11
"value",2127,.55,.3597475,.0597289,.3094368,0,11
"value",2128,.55,.360037,.0621955,.3116385,0,11
"value",2129,.55,.3603265,.0646622,.3138401,0,11
"value",2130,.55,.360616,.0671288,.3160418,0,11
"value",2131,.55,.3609055,.0695954,.3182434,0,11
"value",2132,.55,.361195,.0720621,.320445,0,11
"value",2133,.55,.3614845,.0745287,.3226467,0,11
"value",2134,.55,.361774,.0769953,.3248483,0,11
"value",2135,.55,.3620635,.079462,.32705,0,11
"value",2136,.55,.362353,.0819286,.3292516,0,11
"value",2137,.55,.3626425,.0843952,.3314533,0,11
"value",2138,.55,.362932,.0868619,.3336549,0,11
"value",2139,.55,.3632215,.0893285,.3358566,0,11
"value",2140,.55,.363511,.0917951,.3380582,0,11
"value",2141,.55,.3638005,.0942618,.3402599,0,11
"value",2142,.55,.36409,.0967284,.3424615,0,11
"value",2143,.55,.3643795,.099195,.3446631,0,11
"value",2144,.55,.3646689,.1016617,.3468648,0,11
"value",2145,.55,.3649584,.1041283,.3490664,0,11
"value",2146,.55,.3652479,.1065949,.3512681,0,11
"value",2147,.55,.3655374,.1090615,.3534697,0,11
"value",2148,.55,.3658269,.1115282,.3556713,0,11
"value",2149,.55,.3661164,.1139948,.357873,0,11
"value",2150,.55,.3664059,.1164614,.3600746,0,11
"value",2151,.55,.3666954,.1189281,.3622763,0,11
"value",2152,.55,.3669849,.1213947,.3644779,0,11
"value",2153,.55,.3672744,.1238613,.3666795,0,11
"value",2154,.55,.3675639,.126328,.3688812,0,11
"value",2155,.55,.3678534,.1287946,.3710828,0,11
"value",2156,.55,.3681429,.1312612,.3732845,0,11
"value",2157,.55,.3684324,.1337279,.3754861,0,11
"value",2158,.55,.3687219,.1361945,.3776878,0,11
"value",2159,.55,.3690114,.1386611,.3798894,0,11
"value",2160,.55,.3693009,.1411278,.3820911,0,11
"value",2161,.55,.3695904,.1435944,.3842927,0,11
"value",2162,.55,.3698799,.146061,.3864944,0,11
"value",2163,.55,.3701694,.1485277,.388696,0,11
"value",2164,.55,.3704589,.1509943,.3908976,0,11
"value",2165,.55,.3707483,.1534609,.3930993,0,11
"value",2166,.55,.3710378,.1559276,.3953009,0,11
"value",2167,.55,.3713273,.1583942,.3975026,0,11
"value",2168,.55,.3716168,.1608608,.3997042,0,11
"value",2169,.55,.3719063,.1633275,.4019059,0,11
"value",2170,.55,.3721958,.1657941,.4041075,0,11
"value",2171,.55,.3724853,.1682607,.4063092,0,11
"value",2172,.55,.3727748,.1707273,.4085108,0,11
"value",2173,.55,.3730643,.173194,.4107124,0,11
"value",2174,.55,.3733538,.1756606,.4129141,0,11
"value",2175,.55,.3736433,.1781272,.4151157,0,11
"value",2176,.55,.3739328,.1805939,.4173174,0,11
"value",2177,.55,.3742223,.1830605,.419519,0,11
"value",2178,.55,.3745118,.1855271,.4217207,0,11
"value",2179,.55,.3748013,.1879938,.4239223,0,11
"value",2180,.55,.3750908,.1904604,.4261239,0,11
"value",2181,.55,.3753803,.192927,.4283256,0,11
"value",2182,.55,.3756698,.1953937,.4305272,0,11
"value",2183,.55,.3759593,.1978603,.4327289,0,11
"value",2184,.55,.3762488,.2003269,.4349305,0,11
"value",2185,.55,.3765382,.2027936,.4371321,0,11
"value",2186,.55,.3768277,.2052602,.4393338,0,11
"value",2187,.55,.3771172,.2077268,.4415354,0,11
"value",2188,.55,.3774067,.2101935,.4437371,0,11
"value",2189,.55,.3776962,.2126601,.4459387,0,11
"value",2190,.55,.3779857,.2151267,.4481404,0,11
"value",2191,.55,.3782752,.2175934,.450342,0,11
"value",2192,.55,.3785647,.22006,.4525437,0,11
"value",2193,.55,.3788542,.2225266,.4547453,0,11
"value",2194,.55,.3791437,.2249932,.4569469,0,11
"value",2195,.55,.3794332,.2274599,.4591486,0,11
"value",2196,.55,.3797227,.2299265,.4613502,0,11
"value",2197,.55,.3800122,.2323931,.4635519,0,11
"value",2198,.55,.3803017,.2348598,.4657535,0,11
"value",2199,.55,.3805912,.2373264,.4679552,0,11
"value",2200,.55,.3808807,.239793,.4701568,0,11
"value",2201,.55,.3811702,.2422597,.4723585,0,11
"value",2202,.55,.3814597,.2447263,.4745601,0,11
"value",2203,.55,.3817492,.2471929,.4767617,0,11
"value",2204,.55,.3820387,.2496596,.4789634,0,11
"value",2205,.55,.3823282,.2521262,.481165,0,11
"value",2206,.55,.3826177,.2545928,.4833667,0,11
"value",2207,.55,.3829072,.2570595,.4855683,0,11
"value",2208,.55,.3831967,.2595261,.48777,0,11
"value",2209,.55,.3834862,.2619927,.4899716,0,11
"value",2210,.55,.3837757,.2644594,.4921733,0,11
"value",2211,.55,.3840652,.266926,.4943749,0,11
"value",2212,.55,.3843546,.2693926,.4965765,0,11
"value",2213,.55,.3846441,.2718593,.4987782,0,11
"value",2214,.55,.3849336,.2743259,.5009798,0,11
"value",2215,.55,.3852231,.2767925,.5031815,0,11
"value",2216,.55,.3855126,.2792591,.5053831,0,11
"value",2217,.55,.3858021,.2817258,.5075848,0,11
"value",2218,.55,.3860916,.2841924,.5097864,0,11
"value",2219,.55,.3863811,.286659,.511988,0,11
"value",2220,.55,.3866706,.2891257,.5141897,0,11
"value",2221,.55,.3869601,.2915923,.5163913,0,11
"value",2222,.55,.3872496,.2940589,.518593,0,11
"value",2223,.55,.3875391,.2965256,.5207946,0,11
"value",2224,.55,.3878286,.2989922,.5229962,0,11
"value",2225,.55,.3881181,.3014588,.5251979,0,11
"value",2226,.55,.3884076,.3039255,.5273995,0,11
"value",2227,.55,.3886971,.3063921,.5296012,0,11
"value",2228,.55,.3889866,.3088587,.5318028,0,11
"value",2229,.55,.3892761,.3113254,.5340044,0,11
"value",2230,.55,.3895656,.313792,.5362061,0,11
"value",2231,.55,.3898551,.3162586,.5384077,0,11
"value",2232,.55,.3901445,.3187253,.5406094,0,11
"value",2233,.55,.390434,.3211919,.542811,0,11
"value",2234,.55,.3907235,.3236585,.5450127,0,11
"value",2235,.55,.391013,.3261251,.5472143,0,11
"value",2236,.55,.3913025,.3285918,.549416,0,11
"value",2237,.55,.391592,.3310584,.5516176,0,11
"value",2238,.55,.3918815,.3335251,.5538192,0,11
"value",2239,.55,.392171,.3359917,.5560209,0,11
"value",2240,.55,.3924605,.3384583,.5582225,0,11
"value",2241,.55,.39275,.3409249,.5604242,0,11
"value",2242,.55,.3930395,.3433916,.5626258,0,11
"value",2243,.55,.393329,.3458582,.5648275,0,11
"value",2244,.55,.3936185,.3483248,.5670291,0,11
"value",2245,.55,.393908,.3507915,.5692308,0,11
"value",2246,.55,.3941975,.3532581,.5714324,0,11
"value",2247,.55,.394487,.3557248,.5736341,0,11
"value",2248,.55,.3947765,.3581914,.5758357,0,11
"value",2249,.55,.395066,.360658,.5780373,0,11
"value",2250,.55,.3953555,.3631246,.580239,0,11
"value",2251,.55,.395645,.3655913,.5824406,0,11
"value",2252,.55,.3959344,.3680579,.5846423,0,11
"value",2253,.55,.3962239,.3705245,.5868439,0,11
"value",2254,.55,.3965134,.3729912,.5890456,0,11
"value",2255,.55,.3968029,.3754578,.5912472,0,11
"value",2256,.55,.3970924,.3779244,.5934489,0,11
"value",2257,.55,.3973819,.3803911,.5956505,0,11
"value",2258,.55,.3976714,.3828577,.5978522,0,11
"value",2259,.55,.3979609,.3853243,.6000538,0,11
"value",2260,.55,.3982504,.3877909,.6022554,0,11
"value",2261,.55,.3985399,.3902576,.6044571,0,11
"value",2262,.55,.3988294,.3927242,.6066587,0,11
"value",2263,.55,.3991189,.3951909,.6088604,0,11
"value",2264,.55,.3994084,.3976575,.611062,0,11
"value",2265,.55,.3996979,.4001241,.6132637,0,11
"value",2266,.55,.3999874,.4025908,.6154653,0,11
"value",2267,.55,.4002769,.4050574,.617667,0,11
"value",2268,.55,.4005664,.407524,.6198686,0,11
"value",2269,.55,.4008559,.4099906,.6220702,0,11
"value",2270,.55,.4011454,.4124573,.6242719,0,11
"value",2271,.55,.4014349,.4149239,.6264735,0,11
"value",2272,.55,.4017244,.4173905,.6286752,0,11
"value",2273,.55,.4020138,.4198572,.6308768,0,11
"value",2274,.55,.4023033,.4223238,.6330785,0,11
"value",2275,.55,.4025928,.4247904,.6352801,0,11
"value",2276,.55,.4028823,.4272571,.6374817,0,11
"value",2277,.55,.4031718,.4297237,.6396834,0,11
"value",2278,.55,.4034613,.4321903,.641885,0,11
"value",2279,.55,.4037508,.4346569,.6440867,0,11
"value",2280,.55,.4040403,.4371236,.6462883,0,11
"value",2281,.55,.4043298,.4395902,.64849,0,11
"value",2282,.55,.4046193,.4420569,.6506916,0,11
"value",2283,.55,.4049088,.4445235,.6528932,0,11
"value",2284,.55,.4051983,.4469901,.6550949,0,11
"value",2285,.55,.4054878,.4494568,.6572965,0,11
"value",2286,.55,.4057773,.4519234,.6594982,0,11
"value",2287,.55,.4060668,.45439,.6616998,0,11
"value",2288,.55,.4063563,.4568566,.6639014,0,11
"value",2289,.55,.4066458,.4593233,.6661031,0,11
"value",2290,.55,.4069353,.4617899,.6683047,0,11
"value",2291,.55,.4072248,.4642566,.6705064,0,11
"value",2292,.55,.4075143,.4667232,.672708,0,11
"value",2293,.55,.4078037,.4691898,.6749097,0,11
"value",2294,.55,.4080932,.4716564,.6771113,0,11
"value",2295,.55,.4083827,.4741231,.6793129,0,11
"value",2296,.55,.4086722,.4765897,.6815146,0,11
"value",2297,.55,.4089617,.4790563,.6837162,0,11
"value",2298,.55,.4092512,.481523,.6859179,0,11
"value",2299,.55,.4095407,.4839896,.6881195,0,11
"value",2300,.55,.4098302,.4864562,.6903211,0,11
"value",2015,.6,.0229101,-.0542348,.1535796,.0913345,.4047082
"value",2016,.6,.0205163,-.0245784,.1016413,.1043945,.452688
"value",2017,.6,.0107895,.0524347,-.0561348,.1150177,.4898569
"value",2018,.6,.0052151,.1062757,-.1501308,.1313385,.5439752
"value",2019,.6,-.001825,.1548096,-.2130301,.1356659,.5908411
"value",2020,.6,.0054214,.1282626,-.1611875,.1499573,.6357951
"value",2021,.6,.0434707,-.0713567,.1147801,.1627564,.6857845
"value",2022,.6,.0606842,-.0964871,.1175548,.185022,.7193935
"value",2023,.6,.0558013,-.047086,.0722957,.2035401,.7588283
"value",2024,.6,.0593455,-.0363619,.0735356,.2167926,.8046947
"value",2025,.6,.0741622,-.0994132,.1517042,.2303988,.8440318
"value",2026,.6,.0733195,-.0652407,.0986531,.25,.8832209
"value",2027,.6,.0497056,.0424794,.0032949,.27,.9260995
"value",2028,.6,.0442895,.0448372,.0299134,.2737382,.983
"value",2029,.6,.0803449,-.089415,.1470708,.2793244,1.043
"value",2030,.6,.095555,-.1368598,.1898919,.296344,1.103
"value",2031,.6,.0734093,-.0630754,.1565014,.3052537,1.173
"value",2032,.6,.0637576,-.004657,.1179881,.3230438,1.233
"value",2033,.6,.0853665,-.0640647,.1523841,.34,1.303
"value",2034,.6,.0553212,.0515198,.0713585,.3436951,1.363
"value",2035,.6,.023125,.1304541,.0395294,.3410126,1.443
"value",2036,.6,.0371635,.0946824,.0616492,.3475724,1.513
"value",2037,.6,.0439663,.08755,.06633,.3653474,1.593
"value",2038,.6,-.0001009,.2294987,-.0084451,.3843217,1.663
"value",2039,.6,.0097047,.2246119,-.0011617,.4037126,1.733
"value",2040,.6,.0779431,.0849181,.06516,.4052308,1.813
"value",2041,.6,.0942977,.0733694,.0686359,.4187425,1.893
"value",2042,.6,.1114161,.0560256,.0829897,.4325287,1.983
"value",2043,.6,.1406634,.0012508,.1128436,.46,2.073
"value",2044,.6,.1393406,.005755,.1158688,.47,2.173
"value",2045,.6,.1270715,.0368855,.1087808,.48,2.273
"value",2046,.6,.1685915,-.0304706,.139376,.49,2.353
"value",2047,.6,.1799957,-.0475026,.1502162,.5,2.443
"value",2048,.6,.1744509,-.0284102,.1434265,.51,2.533
"value",2049,.6,.1810737,-.0209648,.1423424,.52,2.623
"value",2050,.6,.2205069,-.0749014,.1643429,.53,2.703
"value",2051,.6,.2313699,-.0756843,.1695261,.54,2.783
"value",2052,.6,.2247608,-.0508496,.1592627,.55,2.863
"value",2053,.6,.2526576,-.0711406,.1679956,.56,2.983
"value",2054,.6,.2781829,-.090735,.1740525,.57,3.083
"value",2055,.6,.2023608,.0084164,.1508367,.58,3.173
"value",2056,.6,.1929068,.0244633,.1468164,.59,3.273
"value",2057,.6,.2323673,-.0171811,.1607986,.59,3.373
"value",2058,.6,.1873604,.0314255,.1533993,.6,3.463
"value",2059,.6,.1892222,.0444466,.1520627,.61,3.583
"value",2060,.6,.2483242,-.0067136,.1649676,.61,3.713
"value",2061,.6,.2267587,.0336538,.1564934,.62,3.803
"value",2062,.6,.2610446,.0077727,.1656424,.63,3.903
"value",2063,.6,.3314105,-.0662239,.1828224,.63,3.993
"value",2064,.6,.3105569,-.022269,.1711006,.64,4.123
"value",2065,.6,.3205306,-.0367312,.179258,.64,4.263
"value",2066,.6,.3813022,-.0941745,.1941272,.65,4.423
"value",2067,.6,.3599164,-.0560029,.1853332,.65,4.603
"value",2068,.6,.33327,-.0178895,.1791337,.66,4.753
"value",2069,.6,.3220349,-.0254811,.1853059,.66,4.863
"value",2070,.6,.325683,-.0164174,.1858546,.66,4.983
"value",2071,.6,.3207747,.0002192,.1813895,.67,5.093
"value",2072,.6,.3298588,-.0000219,.1828323,.67,5.203
"value",2073,.6,.3363693,.0040549,.1842034,.67,5.313
"value",2074,.6,.3265937,.007908,.1876076,.67,5.423
"value",2075,.6,.3076745,.0199747,.1893408,.68,5.553
"value",2076,.6,.3374546,.0137248,.1907272,.68,5.703
"value",2077,.6,.3179223,.0383227,.1894788,.68,5.863
"value",2078,.6,.3057231,.0438504,.1938128,.68,6.043
"value",2079,.6,.3111834,.0485872,.1941732,.68,6.243
"value",2080,.6,.3585015,.0153782,.2009386,.68,6.403
"value",2081,.6,.3118217,.0431344,.2042747,.68,6.573
"value",2082,.6,.3431567,.0162732,.2104373,.68,6.723
"value",2083,.6,.3610992,-.0108329,.2174851,.68,6.883
"value",2084,.6,.3782471,-.0198021,.222372,.68,7.033
"value",2085,.6,.3301473,.0183775,.2182451,.68,7.183
"value",2086,.6,.3909239,-.0253086,.2254196,.68,7.303
"value",2087,.6,.4343992,-.0632453,.2346187,.68,7.433
"value",2088,.6,.4421405,-.0523238,.2350342,.69,7.553
"value",2089,.6,.427335,-.0453773,.2371535,.69,7.773
"value",2090,.6,.4132685,-.0273054,.2377853,.69,7.902999
"value",2091,.6,.3810659,-.0071018,.2380712,.69,8.033
"value",2092,.6,.3525515,.0158583,.2374481,.69,8.163
"value",2093,.6,.3786957,-.015066,.2466811,.69,8.283
"value",2094,.6,.4063137,-.0217843,.2491885,.69,8.403
"value",2095,.6,.3873628,-.0071992,.2480071,.69,8.513
"value",2096,.6,.3466969,.0414885,.242989,.69,8.653
"value",2097,.6,.3535599,.0447542,.2444033,.69,8.873
"value",2098,.6,.3138818,.080036,.23994,.69,9.073
"value",2099,.6,.2779655,.0966224,.2396765,.69,9.243
"value",2100,.6,.3200541,.077281,.2477947,0,11
"value",2101,.6,.3135826,.0861123,.2490862,0,11
"value",2102,.6,.3071111,.0949436,.2503778,0,11
"value",2103,.6,.3006397,.1037749,.2516693,0,11
"value",2104,.6,.2941682,.1126062,.2529609,0,11
"value",2105,.6,.2876967,.1214376,.2542524,0,11
"value",2106,.6,.2812252,.1302689,.2555439,0,11
"value",2107,.6,.2747538,.1391002,.2568355,0,11
"value",2108,.6,.2682823,.1479315,.258127,0,11
"value",2109,.6,.2618108,.1567628,.2594185,0,11
"value",2110,.6,.2553394,.1655942,.2607101,0,11
"value",2111,.6,.2488679,.1744255,.2620016,0,11
"value",2112,.6,.2423964,.1832568,.2632931,0,11
"value",2113,.6,.2359249,.1920881,.2645847,0,11
"value",2114,.6,.2294535,.2009194,.2658762,0,11
"value",2115,.6,.222982,.2097508,.2671677,0,11
"value",2116,.6,.2165105,.2185821,.2684593,0,11
"value",2117,.6,.2100391,.2274134,.2697508,0,11
"value",2118,.6,.2035676,.2362447,.2710423,0,11
"value",2119,.6,.1970961,.245076,.2723339,0,11
"value",2120,.6,.1906247,.2539074,.2736254,0,11
"value",2121,.6,.1841532,.2627387,.2749169,0,11
"value",2122,.6,.1776817,.27157,.2762085,0,11
"value",2123,.6,.1712102,.2804013,.2775,0,11
"value",2124,.6,.1647388,.2892326,.2787915,0,11
"value",2125,.6,.1582673,.298064,.2800831,0,11
"value",2126,.6,.1517958,.3068953,.2813746,0,11
"value",2127,.6,.1453243,.3157266,.2826661,0,11
"value",2128,.6,.1388529,.3245579,.2839577,0,11
"value",2129,.6,.1323814,.3333893,.2852492,0,11
"value",2130,.6,.1259099,.3422206,.2865407,0,11
"value",2131,.6,.1194385,.3510519,.2878323,0,11
"value",2132,.6,.112967,.3598832,.2891238,0,11
"value",2133,.6,.1064955,.3687145,.2904153,0,11
"value",2134,.6,.1000241,.3775458,.2917069,0,11
"value",2135,.6,.0935526,.3863772,.2929984,0,11
"value",2136,.6,.0870811,.3952085,.2942899,0,11
"value",2137,.6,.0806096,.4040398,.2955815,0,11
"value",2138,.6,.0741382,.4128711,.296873,0,11
"value",2139,.6,.0676667,.4217024,.2981645,0,11
"value",2140,.6,.0611952,.4305338,.2994561,0,11
"value",2141,.6,.0547238,.4393651,.3007476,0,11
"value",2142,.6,.0482523,.4481964,.3020391,0,11
"value",2143,.6,.0417808,.4570277,.3033307,0,11
"value",2144,.6,.0353093,.4658591,.3046222,0,11
"value",2145,.6,.0288379,.4746903,.3059137,0,11
"value",2146,.6,.0223664,.4835217,.3072053,0,11
"value",2147,.6,.0158949,.492353,.3084968,0,11
"value",2148,.6,.0094235,.5011843,.3097883,0,11
"value",2149,.6,.002952,.5100157,.3110799,0,11
"value",2150,.6,-.0035195,.518847,.3123714,0,11
"value",2151,.6,-.0099909,.5276783,.3136629,0,11
"value",2152,.6,-.0164624,.5365096,.3149545,0,11
"value",2153,.6,-.0229339,.5453409,.316246,0,11
"value",2154,.6,-.0294054,.5541722,.3175375,0,11
"value",2155,.6,-.0358768,.5630035,.3188291,0,11
